"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.modifierExtension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.breastfeeding","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.breastfeeding","","","",0,1,"","","","boolean {[]} {[]}
","Amning","Amning","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.breastfeeding",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.bloodPressureSystolic","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.bloodPressureSystolic","","","",0,1,"","","","Quantity {[]} {[]}
","Systoliskt blodtryck","Systoliskt blodtryck","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.bloodPressureSystolic",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.bloodPressureDiastolic","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.bloodPressureDiastolic","","","",0,1,"","","","Quantity {[]} {[]}
","Diastoliskt blodtryck","Diastoliskt blodtryck","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.bloodPressureDiastolic",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.haemoglobin","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.haemoglobin","","","",0,1,"","","","Quantity {[]} {[]}
","Hemoglobin","Hemoglobin","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.haemoglobin",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.bodyTemperature","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.bodyTemperature","","","",0,1,"","","","Quantity {[]} {[]}
","Kroppstemperatur","Kroppstemperatur","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.bodyTemperature",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.scarsOK","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.scarsOK","","","",0,1,"","","","boolean {[]} {[]}
","Ärr OK","Ärr OK","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.scarsOK",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.sutureRemoved","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.sutureRemoved","","","",0,1,"","","","boolean {[]} {[]}
","Suturer borttagna","Suturer borttagna","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.sutureRemoved",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.perineumComfortable","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.perineumComfortable","","","",0,1,"","","","boolean {[]} {[]}
","Perineum OK","Perineum OK","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.perineumComfortable",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.vulvaVaginaPortioOK","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.vulvaVaginaPortioOK","","","",0,1,"","","","boolean {[]} {[]}
","Vulva/vagina/portio OK","Vulva/vagina/portio OK","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.vulvaVaginaPortioOK",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.uterusContracted","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.uterusContracted","","","",0,1,"","","","boolean {[]} {[]}
","Uterus kontraherad","Uterus kontraherad","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.uterusContracted",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.uterusNote","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.uterusNote","","","",0,1,"","","","string {[]} {[]}
","Uterusnotering","Uterusnotering","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.motherPostDeliveryRecord.uterusNote",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord","","","",1,*,"","","","BackboneElement {[]} {[]}
","Barnets eftervård","Barnets eftervård","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.id","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.extension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.modifierExtension","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.ordinalNumber","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.ordinalNumber","","","",1,1,"","","","integer {[]} {[]}
","Löpnummer för barn (vid flerbörd)","Löpnummer för barn (vid flerbörd)","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.ordinalNumber",1,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.weight","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.weight","","","",0,1,"","","","Quantity {[]} {[]}
","Barnets vikt","Barnets vikt","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.weight",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.apgarScore1","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.apgarScore1","","","",0,1,"","","","integer {[]} {[]}
","Apgar-poäng 1 min","Apgar-poäng 1 min","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.apgarScore1",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.apgarScore5","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.apgarScore5","","","",0,1,"","","","integer {[]} {[]}
","Apgar-poäng 5 min","Apgar-poäng 5 min","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.apgarScore5",0,1,"",""
"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.apgarScore10","inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.apgarScore10","","","",0,1,"","","","integer {[]} {[]}
","Apgar-poäng 10 min","Apgar-poäng 10 min","","","","","","","","","",,,,,"",,,,"inera-ehds-lm-maternity-medical-history.maternityMedicalRecord.maternityMedicalRecordBody.postDeliveryRecord.childPostDeliveryRecord.apgarScore10",0,1,"",""
